33200000000000.0,886778264159585.1,33639852930000.0
49800000000000.0,1268858621440403.0,50510403100000.0
66400000000000.0,1560099918770652.0,67392492220000.0
83000000000000.0,1834753606019159.8,84281510480000.0
99600000000000.0,2215563881585695.8,101176805600000.0
116200000000000.0,2852530603994485.0,118080274700000.0
132800000000000.0,3910343659499350.0,134995550500000.0
149400000000000.0,5560284726299526.0,151927473300000.0
166000000000000.0,7974758424162198.0,168881727800000.0
182599999999999.97,1.1323626027862254e+16,185864577100000.0
199200000000000.0,1.5771733910436106e+16,202882672000000.0
215800000000000.0,2.146683370399263e+16,219942901200000.0
232399999999999.97,2.8500673900352504e+16,237052110800000.0
249000000000000.0,3.697905690437268e+16,254216501300000.0
265600000000000.0,4.7068651771062344e+16,271442617300000.0
282200000000000.0,5.891176482621416e+16,288737159300000.0
298800000000000.0,7.262904604289416e+16,306106786400000.0
315400000000000.0,8.832867918091158e+16,323558050800000.0
332000000000000.0,1.0610824498326986e+17,341097353300000.0
348599999999999.94,1.2605650589612224e+17,358730918800000.0
365199999999999.94,1.4825186986328125e+17,376464783100000.0
381800000000000.0,1.7276665722000154e+17,394304760100000.0
398400000000000.0,1.996659833180913e+17,412256476200000.0
415000000000000.0,2.2900587534593875e+17,430325325500000.0
431600000000000.0,2.608371603253581e+17,448516493100000.0
448199999999999.94,2.9520748326935475e+17,466834941900000.0
464799999999999.94,3.3215680610504544e+17,485285451800000.0
481400000000000.0,3.717177131011066e+17,503872566900000.0
498000000000000.0,4.139242363302088e+17,522600642300000.0
514600000000000.0,4.588049714789679e+17,541473849700000.0
531200000000000.0,5.0637484666165146e+17,560496172700000.0
547799999999999.94,5.56659650859085e+17,579671359200000.0
564400000000000.0,6.096793951881376e+17,599003078100000.0
581000000000000.0,6.654366559209947e+17,618494751400000.0
597600000000000.0,7.239522102466513e+17,638149653500000.0
614199999999999.9,7.852441048660901e+17,657970946600000.0
630800000000000.0,8.49300752562886e+17,677961650700000.0
647400000000000.0,9.161372538036264e+17,698124535200000.0
664000000000000.0,9.857558783203794e+17,718462401400000.0
680600000000000.0,1.0581591606602692e+18,738977743700000.0
697199999999999.9,1.1333684215507556e+18,759673119000000.0
713800000000000.0,1.2113525789366367e+18,780550877700000.0
730399999999999.9,1.2921116465037317e+18,801613199800000.0
747000000000000.0,1.375671151088215e+18,822862229200000.0
763600000000000.0,1.4620212867443448e+18,844300066100000.0
780200000000000.0,1.5511024678592384e+18,865928622900000.0
796800000000000.0,1.6430571437921976e+18,887749570600000.0
813399999999999.9,1.737783351845408e+18,909765280100000.0
830000000000000.0,1.8351751793485837e+18,931976814600000.0
846599999999999.9,1.9353932566610742e+18,954385999600000.0
863200000000000.0,2.0383811536973e+18,976994409400000.0
879800000000000.0,2.1422116521849047e+18,999803520000000.0
896399999999999.9,2.2305789085994852e+18,1022807381000000.0
913000000000000.0,2.2955769039439498e+18,1045946266000000.0
929599999999999.9,2.351183652811725e+18,1069188380000000.0
946200000000000.0,2.404424845504421e+18,1092527626000000.0
962800000000000.0,2.455808217046728e+18,1115958185000000.0
979400000000000.0,2.505748216352935e+18,1139476155000000.0
996000000000000.0,2.5500192630143365e+18,1163077447000000.0
1012599999999999.9,2.5874863452372454e+18,1186744114000000.0
1029200000000000.0,2.6212203563230996e+18,1210469249000000.0
1045799999999999.9,2.6535105645702216e+18,1234245604000000.0
1062400000000000.0,2.685838767101836e+18,1258074117000000.0
1079000000000000.0,2.717547218952841e+18,1281952313000000.0
1095599999999999.9,2.749240369389364e+18,1305879177000000.0
1112200000000000.0,2.7809358330632863e+18,1329854177000000.0
1128800000000000.0,2.8130189136554056e+18,1353876393000000.0
1145399999999999.8,2.8452585555788964e+18,1377946491000000.0
1162000000000000.0,2.8778175666849736e+18,1402062856000000.0
1178600000000000.0,2.9111250319267656e+18,1426226687000000.0
1195200000000000.0,2.9447819751553833e+18,1450437565000000.0
1211800000000000.0,2.9789785858762757e+18,1474695567000000.0
1228399999999999.8,3.0138238744282793e+18,1499000805000000.0
1245000000000000.0,3.049278898533509e+18,1523353650000000.0
1261600000000000.0,3.085335284250328e+18,1547754090000000.0
1278200000000000.0,3.1221067407158103e+18,1572202471000000.0
1294800000000000.0,3.1595749356070205e+18,1596699067000000.0
1311399999999999.8,3.197781043214456e+18,1621244159000000.0
1328000000000000.0,3.2367467839360307e+18,1645838114000000.0
1344600000000000.0,3.2764790663292293e+18,1670481252000000.0
1361200000000000.0,3.3170331243612083e+18,1695173938000000.0
1377799999999999.8,3.358380304597866e+18,1719916611000000.0
1394399999999999.8,3.400565356332953e+18,1744709547000000.0
1411000000000000.0,3.443633411618116e+18,1769553278000000.0
1427600000000000.0,3.487564778449755e+18,1794448164000000.0
1444200000000000.0,3.5321998734893916e+18,1819394672000000.0
1460799999999999.8,3.5782836593196104e+18,1844392771000000.0
1477400000000000.0,3.625492358366013e+18,1869444635000000.0
1494000000000000.0,3.673311739846366e+18,1894549424000000.0
1510600000000000.0,3.7226428080585283e+18,1919708161000000.0
