1527200000000000.0,3.771812283453261e+18,1944921983000000.0
1543799999999999.8,3.821629039167717e+18,1970188187000000.0
1560400000000000.0,3.8730421567843973e+18,1995509745000000.0
1577000000000000.0,3.9247395366734147e+18,2020885926000000.0
1593600000000000.0,3.976992248199055e+18,2046316903000000.0
1610200000000000.0,4.030188707175357e+18,2071802519000000.0
1626799999999999.8,4.084020376245649e+18,2097343759000000.0
1643400000000000.0,4.1383225894026506e+18,2122939799000000.0
1660000000000000.2,4.1934307249004723e+18,2148591306000000.0
1676600000000000.2,4.249380215661176e+18,2174298121000000.0
1693200000000000.0,4.306039234969733e+18,2200060977000000.0
1709800000000000.0,4.3631606180276475e+18,2225879438000000.0
1726400000000000.0,4.4207813799713065e+18,2251753756000000.0
1743000000000000.2,4.4796589397049293e+18,2277683563000000.0
1759600000000000.2,4.5389651115076506e+18,2303670577000000.0
1776200000000000.0,4.5989336859049836e+18,2329712807000000.0
1792800000000000.0,4.659843842500463e+18,2355812452000000.0
1809400000000000.0,4.720854762337328e+18,2381967999000000.0
1826000000000000.2,4.783272959450592e+18,2408180112000000.0
1842600000000000.2,4.845713898391271e+18,2434449671000000.0
1859200000000000.0,4.908401939821021e+18,2460774794000000.0
1875800000000000.0,4.973123044320646e+18,2487156807000000.0
1892400000000000.2,5.037445322881605e+18,2513596997000000.0
1909000000000000.2,5.101231978499564e+18,2540092342000000.0
1925600000000000.2,5.166552638750124e+18,2566643957000000.0
1942200000000000.0,5.233128417774181e+18,2593252416000000.0
